newid,ln_spending,ln_income,weights
03783362,11,11,10292
03783363,12,11,9888
03783364,12,9,10006
03783372,10,11,7568
03783373,11,11,7273
03783374,11,11,7206
03783394,9,9,13463
03783432,9,6,10724
03783434,10,,13646
03783442,8,10,12985
03783443,9,10,13237
03783444,9,10,13256
03783452,8,11,12287
03783453,9,11,8380
03783454,9,11,14558
03783462,8,10,7430
03783463,8,10,10206
03783464,9,10,10314
03783472,8,11,12740
03783492,9,10,7411
03783493,11,10,5580
03783494,11,10,7023
03783512,9,10,8262
03783522,10,11,12392
03783523,11,11,8611
03783524,11,11,8421
03783532,10,10,17174
03783533,9,10,17125
03783534,9,10,17116
03783543,11,11,8169
03783544,11,11,12119
03783552,10,11,9845
03783553,10,11,12925
03783554,11,11,14314
03783563,,9,13488
03783572,11,12,15174
03783582,10,11,9730
03783583,11,11,13004
03783584,11,9,11907
03783602,9,12,1862
03783614,9,9,15416
03783622,8,10,9751
03783623,9,10,6710
03783624,9,7,5407
03783632,10,11,15886
03783633,11,11,15026
03783634,11,11,17439
03783643,11,11,15268
03783644,10,10,14661
03783662,7,10,12280
03783663,9,10,12333
03783664,9,10,12838
03783672,9,10,8070
03783673,11,10,11272
03783674,9,10,11224
03783713,9,11,11419
03783732,10,11,9417
03783733,11,11,9558
03783734,12,12,11962
03783742,10,11,8985
03783743,11,11,11432
03783744,11,11,9806
03783753,12,12,21303
03783754,12,11,11979
03783773,12,10,1416
03783802,8,11,7212
03783803,9,11,10159
03783804,9,11,11164
03783813,9,11,10276
03783814,9,8,10880
03783822,8,9,12434
03783823,9,9,12377
03783832,11,10,2809
03783833,12,11,2560
03783834,12,10,3507
03783842,7,9,9143
03783843,9,9,8591
03783844,8,9,9230
03783882,8,12,11442
03783883,10,12,10069
03783884,10,12,10385
03783892,10,10,7872
03783893,11,10,7353
03783894,11,10,9893
03783922,10,13,11813
03783923,11,13,10827
03783924,11,13,11728
03783932,9,10,8181
03783933,11,10,7503
03783934,10,10,6932
03783943,10,11,14564
03783952,11,11,3774
03783972,7,10,8150
03783973,8,10,9077
03783974,9,10,13455
03783982,7,9,17755
03784002,11,11,14587
03784003,12,11,13602
03784004,12,11,8027
03784012,10,10,7898
03784013,11,10,11139
03784014,11,10,9865
03784043,10,10,7926
03784044,11,10,7186
03784062,9,10,10852
03784063,10,10,18380
03784064,10,11,16101
03784072,10,11,12385
03784073,11,11,8991
03784074,11,11,11491
03784092,11,12,10259
03784093,12,11,9948
03784102,10,12,1734
03784103,12,12,1798
03784104,12,12,1843
03784112,11,11,5370
03784114,12,12,6306
03784132,11,12,10172
03784133,12,12,8957
03784134,13,12,9095
03784142,8,12,10185
03784143,10,10,10091
03784144,10,10,7566
03784164,11,10,12151
03784172,9,11,8566
03784173,10,11,11886
03784174,10,11,13038
03784222,8,7,8317
03784223,7,7,12596
03784232,10,12,9902
03784234,11,12,17298
03784242,7,6,12715
03784243,8,6,13081
03784244,6,9,13850
03784254,10,12,9978
03784264,12,11,7470
03784274,11,10,13117
03784283,12,11,9427
03784284,12,11,8973
03784292,8,11,11919
03784312,12,12,11585
03784313,13,12,10449
03784332,11,12,10168
03784333,12,12,13155
03784334,12,12,12528
03784342,8,11,13169
03784343,9,11,12431
03784344,9,10,11120
03784352,10,11,15592
03784364,12,12,5143
03784372,10,10,8359
03784373,11,11,7724
03784374,11,11,10117
03784382,10,11,14314
03784383,11,11,14384
03784384,11,12,15366
03784402,10,12,10641
03784403,11,12,10221
03784404,11,11,7093
03784414,8,10,10992
03784422,8,10,19345
03784423,10,10,11263
03784424,9,11,17527
03784432,8,10,11613
03784452,10,9,9546
03784453,11,9,9049
03784454,11,9,5830
03784464,10,11,12000
03784472,9,11,12038
03784473,10,11,10690
03784474,10,11,14203
03784483,9,7,11623
03784492,9,10,9924
03784493,10,10,9600
03784512,11,11,12816
03784514,12,10,12112
03784542,8,10,8125
03784543,9,10,10824
03784544,9,10,11070
03784552,10,11,12223
03784553,11,11,12017
03784554,11,11,11922
03784572,10,11,9982
03784573,11,11,9649
03784574,11,10,10132
03784582,8,10,8799
03784583,9,10,7371
03784584,8,10,10107
03784603,11,12,10883
03784604,11,12,13488
03784612,10,10,8891
03784613,12,10,11880
03784614,11,12,7645
03784632,8,11,10548
03784633,9,11,15556
03784634,9,11,11266
03784642,9,10,12516
03784643,10,10,9050
03784644,10,9,9289
03784662,9,11,18131
03784663,10,11,18033
03784672,10,10,8849
03784673,11,10,11368
03784674,11,8,7452
03784682,10,12,14291
03784683,11,12,10587
03784684,11,12,14423
03784692,10,11,12265
03784693,11,11,9771
03784694,11,11,12085
03784712,8,11,13047
03784722,10,10,4103
03784723,11,10,4782
03784724,11,11,4705
03784732,9,11,13078
03784733,10,11,12049
03784734,10,11,12601
03784742,10,10,17633
03784743,11,10,12213
03784744,11,11,15363
03784752,9,12,10030
03784772,10,11,5440
03784773,11,11,8010
03784774,11,11,7518
03784792,11,9,14371
03784793,12,9,14836
03784794,12,9,14192
03784812,9,12,10599
03784813,10,12,11296
03784814,11,12,10266
03784822,9,11,8487
03784824,10,10,8977
03784832,12,12,16925
03784833,13,,15940
03784834,13,12,16410
03784842,8,11,6762
03784843,9,11,8149
03784844,9,11,7438
03784852,11,12,11222
03784853,12,12,11664
03784854,12,11,11774
03784864,9,10,11107
03784882,10,11,11794
03784883,12,11,10535
03784884,10,11,10666
03784894,9,11,16014
03784902,9,10,5192
03784903,11,10,7008
03784932,8,10,7404
03784933,9,10,10977
03784934,9,10,12173
03784952,10,,6065
03784953,11,12,8385
03784954,11,12,6537
03784963,10,11,13384
03784964,10,11,11056
03784982,10,10,10315
03784983,11,10,7816
03784984,11,10,9290
03784992,11,13,8692
03784993,12,13,9290
03784994,12,12,8790
03785002,10,11,10496
03785042,9,10,11836
03785043,10,10,11552
03785044,11,9,11205
03785082,10,10,14060
03785083,11,10,9657
03785084,11,8,11348
03785092,9,11,12135
03785093,10,11,10847
03785112,8,9,7546
03785113,8,9,10703
03785114,8,8,6822
03785132,10,8,11255
03785133,11,8,6180
03785134,11,10,11674
03785182,9,9,10131
03785183,11,9,11820
03785184,11,3,11768
03785192,7,10,11956
03785202,9,10,12466
03785203,9,10,12909
03785204,9,10,12186
03785232,8,10,12027
03785252,10,11,7894
03785253,11,11,6225
03785254,11,11,5859
03785262,8,10,14272
03785263,9,10,15009
03785264,9,11,13072
03785272,10,11,10661
03785273,11,11,8211
03785274,12,12,10301
03785302,10,11,9084
03785303,11,11,14309
03785304,11,11,14645
03785322,10,12,9000
03785324,11,11,10584
03785332,10,11,10653
03785334,11,11,15503
03785342,10,11,17613
03785343,11,11,16882
03785344,11,11,13705
03785362,6,9,12598
03785372,12,12,8881
03785373,13,12,6280
03785374,12,12,8156
03785402,10,12,11377
03785403,11,12,7856
03785404,11,12,8490
03785412,9,10,11713
03785413,11,10,8501
03785414,11,10,7304
03785432,8,9,13548
03785433,9,10,14240
03785434,9,10,16130
03785443,9,12,1627
03785444,10,12,1732
03785462,8,11,12830
03785463,9,10,11557
03785464,10,10,10902
03785472,10,11,11979
03785473,11,12,8999
03785474,11,12,11476
03785483,9,11,9871
03785522,10,11,13946
03785523,11,11,11240
03785524,11,11,12344
03785532,7,9,11913
03785533,8,9,9094
03785534,8,10,8653
03785562,8,11,9811
03785572,11,11,13485
03785573,12,11,13273
03785574,12,11,15008
03785582,10,12,6991
03785583,12,12,7823
03785584,12,12,8162
03785592,9,10,10945
03785593,11,10,11475
03785594,11,10,9549
03785642,10,10,10765
03785643,11,10,10022
03785644,11,8,10038
03785652,8,10,8189
03785662,10,11,11482
03785663,12,11,8030
03785664,11,11,10780
03785682,10,10,12873
03785724,10,10,14961
03785732,8,7,12407
03785742,10,11,1533
03785743,11,11,1473
03785752,9,10,11931
03785753,11,10,11772
03785754,11,11,11105
03785762,8,9,12998
03785763,9,9,15173
03785772,8,10,15791
03785773,9,10,8805
03785774,11,10,13875
03785782,9,11,18014
03785783,10,11,19070
03785792,11,12,11946
03785793,12,11,14657
03785794,11,12,12857
03785812,8,10,11056
03785813,9,10,11091
03785814,9,9,10811
03785822,9,11,14294
03785823,10,11,15209
03785852,10,12,12137
03785853,11,,11687
03785854,12,12,10707
03785862,10,12,7134
03785864,11,12,9085
03785922,10,11,11102
03785932,11,11,10292
03785933,12,11,9888
03785934,12,11,10006
03785952,9,12,13243
03785953,10,12,13631
03785954,12,10,11952
03785962,10,,10619
03785972,8,10,10465
03785982,7,10,7316
03785983,8,10,9746
03785984,8,10,6953
03786022,9,10,10315
03786023,10,10,14607
03786024,10,11,16920
03786032,8,8,9982
03786033,9,8,5991
03786034,9,10,11888
03786042,11,9,11185
03786052,8,11,15453
03786064,8,9,9926
03786093,9,11,17586
03786094,9,11,20368
03786122,9,10,12583
03786123,9,10,13414
03786132,10,10,12760
03786133,11,10,12277
03786134,11,11,8005
03786152,7,8,7558
03786153,8,8,10200
03786154,9,8,7755
03786162,7,10,12221
03786164,8,9,11000
03786182,11,12,13289
03786183,12,12,12293
03786194,10,10,11087
03786202,10,11,16973
03786203,12,11,12945
03786204,12,12,18046
03786212,9,11,13629
03786213,10,11,13378
03786214,10,11,16008
03786222,10,11,11177
03786223,11,11,10838
03786224,11,11,11394
03786234,8,8,9074
03786242,8,7,24525
03786272,7,9,9394
03786273,8,9,12067
03786303,11,12,8013
03786304,11,11,8235
03786373,10,11,9926
03786374,9,11,13395
03786382,10,9,12005
03786383,11,9,8210
03786384,11,9,7584
03786422,9,11,16467
03786424,10,11,21543
03786462,6,9,20809
03786463,7,9,31028
03786464,7,8,19366
03786472,7,10,6323
03786473,8,10,6278
03786474,9,10,9832
03786482,11,11,10211
03786483,11,11,9390
03786484,12,11,9313
03786512,9,9,13253
03786513,11,9,9612
03786514,10,9,11535
03786522,10,11,11929
03786523,11,11,11182
03786524,11,11,11273
03786532,10,11,11282
03786533,11,11,6259
03786534,12,10,9318
03786574,11,11,20409
03786582,9,10,8000
03786583,10,10,7869
03786584,10,11,10477
03786622,9,11,9852
03786623,10,11,11698
03786624,10,11,9339
03786634,,11,8664
03786643,9,11,14535
03786644,9,12,14302
03786654,12,11,11089
03786662,11,11,15008
03786663,12,11,13260
03786664,12,10,12380
03786682,10,11,10871
03786692,9,11,8167
03786703,12,11,12468
03786704,12,11,12305
03786742,9,,5286
03786743,10,,8513
03786744,10,11,5115
03786752,10,11,13318
03786753,11,11,11574
03786754,11,11,13869
03786762,11,11,7015
03786763,11,11,6768
03786764,11,11,6710
03786782,9,11,11245
03786792,10,10,12130
03786793,11,10,11674
03786794,11,10,11254
03786822,8,10,7137
03786823,9,10,7101
03786824,9,11,6863
03786872,10,10,3309
03786873,11,10,4592
03786874,11,11,4362
03786882,8,10,17071
03786902,10,12,11143
03786903,12,12,10754
03786904,11,12,11409
03786942,8,8,9229
03786943,9,8,12348
03786944,9,8,13259
03797442,10,11,7141
03797443,11,11,10251
03797444,11,11,8512
03797452,11,11,7627
03797453,12,11,9739
03797454,12,12,9297
03797472,8,8,9800
03797512,8,9,9774
03797513,9,9,10066
03797514,9,10,11190
03797523,11,11,7633
03797524,11,12,10664
03797532,10,10,7714
03797533,10,10,9897
03797534,10,10,12693
03797562,11,12,11626
03797563,12,12,12063
03797583,11,10,12235
03797584,11,10,12192
03797592,11,12,7431
03797593,11,12,10867
03797594,11,12,10522
03797603,10,11,10133
03797604,11,11,10160
03797612,8,11,9405
03797613,10,11,11113
03797614,9,11,12222
03797622,12,11,7474
03797623,12,11,6749
03797624,12,11,8224
03797632,8,9,11893
03797633,8,9,12008
03797634,8,7,14013
03797654,9,11,10005
03797663,10,11,16617
03797682,10,10,5953
03797683,11,10,10493
03797684,10,10,8368
03797692,11,9,12449
03797693,12,9,11409
03797694,12,10,11207
03797702,8,11,9181
03797704,8,11,10082
03797722,10,11,15630
03797723,11,11,12281
03797724,11,11,12938
03797772,9,11,19208
03797773,9,11,16388
03797774,9,10,26220
03797784,10,10,1340
03797842,9,11,13587
03797872,8,10,8694
03797873,9,10,8780
03797874,9,10,9325
03797882,9,11,12619
03797883,9,11,13117
03797884,9,10,12983
03797932,12,9,10778
03797933,12,10,10054
03797934,12,11,8541
03797962,10,10,11599
03798002,9,10,9492
03798012,10,11,10741
03798013,10,11,12147
03798014,11,11,12661
03798042,9,10,10568
03798043,11,10,13175
03798044,11,11,13290
03798052,8,8,9078
03798054,9,8,9451
03798092,12,12,13435
03798093,13,12,13292
03798094,12,11,13477
03798102,9,10,11491
03798114,9,10,11865
03798122,11,11,27016
03798123,11,11,26060
03798124,11,11,23905
03798132,8,9,3131
03798133,9,9,2622
03798134,8,10,3481
03798152,9,11,9516
03798153,9,11,9835
03798162,11,10,11933
03798174,12,11,11221
03798192,8,9,8564
03798193,8,9,12940
03798194,9,10,11150
03798202,9,11,9944
03798204,10,12,14411
03798222,12,10,12019
03798223,13,11,9107
03798224,13,11,11268
03798232,12,10,9319
03798233,13,10,6596
03798234,12,11,6566
03798252,11,11,10998
03798253,11,11,10840
03798254,11,11,11427
03798262,10,10,7503
03798263,11,10,9605
03798264,10,10,12170
03798272,10,11,13386
03798273,11,11,11961
03798274,11,11,12575
03798282,9,11,11332
03798283,9,11,13841
03798292,11,12,9598
03798293,11,12,11285
03798294,11,12,9473
03798342,10,12,12153
03798343,11,12,10400
03798344,11,10,9235
03798352,9,8,10840
03798353,10,9,10525
03798354,10,8,11207
03798362,11,11,12462
03798363,12,10,9804
03798364,12,10,12580
03798374,12,11,12194
03798382,10,11,8688
03798383,11,11,12194
03798384,11,11,11124
03798412,11,11,12407
03798413,12,11,11578
03798422,11,11,14047
03798423,11,11,10653
03798424,11,8,8634
03798453,9,10,12004
03798474,9,10,9605
03798482,8,10,14748
03798483,8,10,16023
03798504,9,10,14986
03798532,11,12,10578
03798534,12,12,7866
03798542,11,11,17508
03798543,11,11,16695
03798544,11,11,13719
03798553,12,11,9402
03798554,12,11,10554
03798582,11,11,10578
03798583,11,11,11099
03798584,11,11,7866
03798592,10,10,11081
03798593,10,10,10393
03798594,10,10,10046
03798602,10,11,12293
03798603,10,11,9003
03798604,10,10,9446
03798612,11,11,1596
03798613,11,11,1525
03798614,11,11,1525
03798662,11,12,11191
03798672,11,11,16383
03798673,12,11,12815
03798674,11,12,12794
03798683,10,10,12062
03798684,10,10,12350
03798714,,12,11190
03798722,12,12,9809
03798723,12,12,10981
03798724,12,12,9891
03798812,11,11,9675
03798813,12,11,9142
03798814,12,10,9150
03798832,12,12,1487
03798833,12,12,1490
03798834,12,12,1613
03798842,7,10,10373
03798843,9,10,18114
03798844,8,10,19241
03798852,9,7,13661
03798853,10,9,13182
03798854,10,10,12259
03798862,9,11,20507
03798863,9,11,13910
03798864,7,11,11694
03798872,8,11,13290
03798873,9,11,9089
03798874,8,11,11213
03798892,11,10,9340
03798893,12,10,9384
03798894,12,10,9504
03798932,10,12,11199
03798933,11,12,7349
03798943,9,10,12396
03798952,11,12,10125
03798953,12,,10631
03798954,11,12,11637
03798962,11,11,14215
03798963,11,11,9573
03798964,11,11,13382
03798972,11,11,11534
03798973,11,11,13604
03798974,11,11,13058
03798984,9,10,11900
03798992,10,10,8686
03798993,10,10,12313
03798994,10,10,10565
03799022,12,12,10985
03799023,12,12,13739
03799032,11,12,13627
03799033,12,12,13312
03799034,12,12,14500
03799042,11,12,12275
03799043,11,12,14609
03799044,11,12,12175
03799063,10,9,16897
03799064,10,9,18024
03799092,9,12,8130
03799093,10,12,8300
03799102,12,12,11960
03799103,11,12,11298
03799114,9,9,9605
03799122,10,8,11900
03799123,10,8,9556
03799124,11,5,10068
03799193,10,11,13505
03799194,10,11,13249
03799202,13,13,11932
03799203,13,13,9166
03799204,13,12,9046
03799212,7,7,14071
03799213,8,10,14932
03799214,9,10,13652
03799232,12,12,12000
03799233,12,12,11948
03799234,12,11,11151
03799252,11,12,7686
03799253,11,12,8065
03799254,11,12,5716
03799262,8,8,11947
03799272,13,12,8337
03799273,12,12,7972
03799282,11,11,13911
03799283,11,11,12123
03799284,11,11,14058
03799302,11,11,10255
03799303,12,11,10058
03799304,12,11,9820
03799312,11,12,15011
03799313,11,12,15544
03799314,12,12,15743
03799332,10,10,12128
03799343,13,12,11249
03799344,14,11,12068
03799352,8,11,9080
03799353,9,11,10000
03799354,9,11,11066
03799382,10,11,18619
03799383,11,11,18856
03799384,10,11,16166
03799392,11,11,11940
03799393,11,11,14965
03799394,12,11,7370
03799402,10,10,7737
03799403,10,10,8354
03799404,10,10,9159
03799412,9,11,9515
03799413,9,11,11788
03799432,9,11,9624
03799433,9,11,7032
03799434,9,11,10943
03799452,11,11,7639
03799453,11,11,9281
03799454,11,12,10387
03799462,10,10,13655
03799464,10,10,10702
03799492,9,11,13933
03799493,10,11,13733
03799494,10,11,13792
03799513,9,11,10218
03799522,10,11,7425
03799523,10,12,8808
03799524,10,12,10067
03799584,10,11,9702
03799612,11,11,5321
03799614,12,11,4126
03799622,10,11,11040
03799623,10,11,10428
03799624,11,11,12063
03799632,,11,8740
03799642,9,11,11031
03799643,9,11,11722
03799644,9,11,12889
03799652,10,10,13870
03799653,11,10,13150
03799654,11,10,10406
03799662,8,10,11133
03799663,8,10,11244
03799664,9,10,11357
03799672,10,11,9949
03799692,9,11,7663
03799693,11,11,11353
03799694,9,11,11678
03799702,8,10,8960
03799703,9,10,9516
03799704,9,10,9055
03799722,11,11,13994
03799723,12,12,14937
03799732,12,11,11861
03799733,12,11,12490
03799734,12,11,12403
03799752,11,11,10913
03799753,12,11,9617
03799754,11,11,6911
03799812,11,11,11974
03799823,11,11,10946
03799853,13,7,9193
03799872,11,10,11544
03799873,11,10,11576
03799874,11,10,11159
03799883,11,9,10871
03799884,10,10,10598
03799892,11,10,13376
03799893,12,10,9468
03799894,12,10,9425
03799912,10,10,7057
03799913,11,10,8062
03799914,11,10,9039
03799932,10,9,12380
03799933,10,10,11764
03799934,10,10,10651
03799942,8,10,11503
03799944,9,11,8521
03799962,11,12,6517
03799963,12,12,7327
03799964,12,12,7995
03799972,11,11,7176
03799973,11,11,7939
03799974,11,11,10236
03799982,11,12,11870
03799983,12,12,12017
03799984,11,12,12370
03799992,10,11,8934
03799993,11,11,8549
03799994,11,11,13318
03800002,11,12,7925
03800003,11,12,7555
03800004,12,12,13448
03800032,10,11,13022
03800033,11,11,11920
03800042,11,11,11953
03800043,11,11,12681
03800044,11,11,10681
03800082,9,11,8003
03800083,9,11,7559
03800084,9,11,8889
03800104,12,0,6357
03800112,9,11,12570
03800113,11,11,9427
03800114,9,11,10173
03800132,7,9,10851
03800133,8,9,12241
03800142,11,10,10899
03800143,10,10,11132
03800163,11,11,9625
03800164,11,11,10715
